Actual,Error,Predicted,,
950000,-7619.390465,-957619.3905,,
950000,-7807.624247,-957807.6242,,
950000,-9372.639433,-959372.6394,,
950000,-8449.589137,-958449.5891,,
950000,-8668.557716,-958668.5577,,
950000,-8735.565365,-958735.5654,,
950000,-8942.671633,-958942.6716,,
950000,-8924.550083,-958924.5501,,
950000,-9085.017901,-959085.0179,,
950000,-9205.719488,-959205.7195,,
950000,-9224.357353,-959224.3574,,
950000,-9256.52814,-959256.5281,,
950000,-9298.14173,-959298.1417,,
950000,-9146.317294,-959146.3173,,
949997,-8195.635467,-958192.6355,,
949990,-7426.095431,-957416.0954,,
949988,-9005.196357,-958993.1964,,
949950,-8330.831658,-958280.8317,,
949900,-8604.354943,-958504.3549,,
949900,-8615.028991,-958515.029,,
949900,-8118.5673,-958018.5673,,
949900,-8227.20956,-958127.2096,,
949900,-8227.20956,-958127.2096,,
949900,-8553.137673,-958453.1377,,
949900,-8351.683538,-958251.6835,,
949900,-8514.909514,-958414.9095,,
949900,-8772.648084,-958672.6481,,
949900,-8471.656629,-958371.6566,,
949900,-8524.223783,-958424.2238,,
949900,-9246.729767,-959146.7298,,
949900,-7942.670254,-957842.6703,,
949888,-8779.507097,-958667.5071,,
949850,-8558.259665,-958408.2597,,
949800,-8364.818232,-958164.8182,,
949500,-7373.408268,-956873.4083,,
949000,-8617.803102,-957617.8031,,
949000,-8617.803102,-957617.8031,,
949000,-8254.53086,-957254.5309,,
949000,-9107.99552,-958107.9955,,
949000,-7980.712212,-956980.7122,,
949000,-8806.795547,-957806.7955,,
949000,-8806.795547,-957806.7955,,
949000,-9158.451784,-958158.4518,,
949000,-9232.388373,-958232.3884,,
949000,-8866.347951,-957866.348,,
949000,-8830.058741,-957830.0587,,
949000,-8351.725693,-957351.7257,,
949000,-8338.749753,-957338.7498,,
949000,-8582.791388,-957582.7914,,
949000,-8252.715996,-957252.716,,
949000,-7920.597039,-956920.597,,
949000,-8157.024263,-957157.0243,,
949000,-8491.305498,-957491.3055,,
949000,-8440.882696,-957440.8827,,
949000,-7434.899336,-956434.8993,,
949000,-8488.420152,-957488.4202,,
949000,-8702.047959,-957702.048,,
949000,-7882.023922,-956882.0239,,
949000,-7135.221009,-956135.221,,
949000,-8353.278726,-957353.2787,,
949000,-8123.287517,-957123.2875,,
948500,-8936.493983,-957436.494,,
948000,-8585.979078,-956585.9791,,
948000,-8934.890805,-956934.8908,,
948000,-8934.890805,-956934.8908,,
947000,-9175.146019,-956175.146,,
945900,-7623.304042,-953523.304,,
945000,-7827.723722,-952827.7237,,
945000,-8225.100892,-953225.1009,,
945000,-8339.222025,-953339.222,,
945000,-8279.149178,-953279.1492,,
941000,-7604.999798,-948604.9998,,
940333,-8219.50495,-948552.5049,,
940000,-8675.363895,-948675.3639,,
940000,-8254.558156,-948254.5582,,
939000,-8575.980601,-947575.9806,,
939000,-8572.035714,-947572.0357,,
939000,-8268.842074,-947268.8421,,
939000,-8040.898901,-947040.8989,,
939000,-8508.828256,-947508.8283,,
938800,-7940.793713,-946740.7937,,
938000,-8930.782059,-946930.7821,,
938000,-9163.367825,-947163.3678,,
938000,-8719.73727,-946719.7373,,
938000,-7671.179386,-945671.1794,,
937000,-8936.792499,-945936.7925,,
936000,-8970.432126,-944970.4321,,
935000,-8913.521362,-943913.5214,,
930000,-7858.160996,-937858.161,,
930000,-7858.160996,-937858.161,,
929900,-8395.434218,-938295.4342,,
929900,-8402.489408,-938302.4894,,
929900,-8532.079278,-938432.0793,,
929900,-8645.916235,-938545.9162,,
929000,-8226.216669,-937226.2167,,
929000,-8459.007524,-937459.0075,,
929000,-8760.205115,-937760.2051,,
929000,-8826.347078,-937826.3471,,
929000,-8215.17708,-937215.1771,,
929000,-7829.345617,-936829.3456,,
929000,-8304.204736,-937304.2047,,
929000,-8305.449921,-937305.4499,,
929000,-8023.619685,-937023.6197,,
929000,-8154.495141,-937154.4951,,
928800,-8946.060771,-937746.0608,,
928000,-8187.646549,-936187.6465,,
928000,-8672.309373,-936672.3094,,
925000,-8419.245864,-933419.2459,,
925000,-8791.748199,-933791.7482,,
925000,-9138.790912,-934138.7909,,
925000,-8568.187696,-933568.1877,,
925000,-8032.751875,-933032.7519,,
925000,-8434.115051,-933434.1151,,
925000,-9180.02674,-934180.0267,,
925000,-9347.519003,-934347.519,,
925000,-9347.519003,-934347.519,,
925000,-8887.695854,-933887.6959,,
924900,-7982.66804,-932882.668,,
924900,-8421.110911,-933321.1109,,
924900,-8544.99588,-933444.9959,,
924900,-7776.856491,-932676.8565,,
924000,-8430.271811,-932430.2718,,
920000,-8135.329978,-928135.33,,
920000,-8860.154591,-928860.1546,,
919000,-8713.510541,-927713.5105,,
910000,-8738.857592,-918738.8576,,
910000,-8082.038934,-918082.0389,,
908000,-8731.864246,-916731.8642,,
900000,-9025.720317,-909025.7203,,
900000,-7970.287795,-907970.2878,,
900000,-8197.226306,-908197.2263,,
900000,-9068.468267,-909068.4683,,
900000,-8154.830749,-908154.8307,,
900000,-8930.625867,-908930.6259,,
900000,-8939.473522,-908939.4735,,
900000,-8529.832902,-908529.8329,,
900000,-8240.026262,-908240.0263,,
899999,-7984.669457,-907983.6695,,
899999,-9539.134245,-909538.1342,,
899999,-8554.408957,-908553.409,,
899999,-8711.086803,-908710.0868,,
899999,-7933.107538,-907932.1075,,
899999,-7998.693513,-907997.6935,,
899999,-7510.516304,-907509.5163,,
899988,-8814.806879,-908802.8069,,
899950,-9295.903317,-909245.9033,,
899950,-8424.122859,-908374.1229,,
899950,-8265.236619,-908215.2366,,
899950,-9165.116826,-909115.1168,,
899900,-7609.77904,-907509.779,,
899900,-7998.960988,-907898.961,,
899900,-8562.237059,-908462.2371,,
899900,-8813.881552,-908713.8816,,
899900,-9032.342917,-908932.3429,,
899900,-8051.220581,-907951.2206,,
899900,-8825.901509,-908725.9015,,
899900,-8404.229535,-908304.2295,,
899900,-8694.442848,-908594.4428,,
899900,-8757.968591,-908657.9686,,
899888,-9397.661349,-909285.6613,,
899800,-8223.868482,-908023.8685,,
899800,-8534.188181,-908334.1882,,
899731,-8568.214908,-908299.2149,,
899500,-9547.188233,-909047.1882,,
899500,-7664.408229,-907164.4082,,
899500,-8869.171326,-908369.1713,,
899000,-8097.187599,-907097.1876,,
899000,-8904.797857,-907904.7979,,
899000,-9211.668288,-908211.6683,,
899000,-8746.388314,-907746.3883,,
899000,-7749.778791,-906749.7788,,
899000,-8563.202695,-907563.2027,,
899000,-9206.856124,-908206.8561,,
899000,-8464.675084,-907464.6751,,
899000,-9073.990739,-908073.9907,,
899000,-8991.804707,-907991.8047,,
899000,-8991.804707,-907991.8047,,
899000,-8332.547213,-907332.5472,,
899000,-8416.005168,-907416.0052,,
899000,-9546.114481,-908546.1145,,
899000,-8489.755319,-907489.7553,,
899000,-8238.821359,-907238.8214,,
899000,-8316.446178,-907316.4462,,
899000,-8086.835379,-907086.8354,,
899000,-7977.976991,-906977.977,,
899000,-9293.52665,-908293.5267,,
899000,-8332.737325,-907332.7373,,
899000,-9276.607106,-908276.6071,,
899000,-8491.611013,-907491.611,,
899000,-9309.140107,-908309.1401,,
899000,-8665.91371,-907665.9137,,
899000,-9046.431847,-908046.4318,,
899000,-8299.516847,-907299.5168,,
899000,-7987.869987,-906987.87,,
899000,-8278.231313,-907278.2313,,
899000,-8091.496974,-907091.497,,
899000,-8793.820488,-907793.8205,,
899000,-8793.820488,-907793.8205,,
899000,-7304.964386,-906304.9644,,
899000,-7304.964386,-906304.9644,,
899000,-7983.84776,-906983.8478,,
899000,-8161.605386,-907161.6054,,
899000,-8327.696247,-907327.6962,,
899000,-8660.429148,-907660.4291,,
899000,-8693.81225,-907693.8122,,
899000,-9201.322817,-908201.3228,,
899000,-8755.939605,-907755.9396,,
899000,-9168.747063,-908168.7471,,
899000,-8782.415965,-907782.416,,
899000,-9265.575491,-908265.5755,,
899000,-9253.545095,-908253.5451,,
899000,-9247.458607,-908247.4586,,
899000,-9257.219818,-908257.2198,,
899000,-9146.317294,-908146.3173,,
899000,-9315.32452,-908315.3245,,
899000,-9402.54281,-908402.5428,,
899000,-9402.537477,-908402.5375,,
899000,-9490.284384,-908490.2844,,
898900,-8571.731975,-907471.732,,
898898,-8653.453723,-907551.4537,,
898888,-8912.35781,-907800.3578,,
898000,-8452.411721,-906452.4117,,
898000,-8696.761044,-906696.761,,
898000,-8494.794235,-906494.7942,,
898000,-8405.362444,-906405.3624,,
898000,-8963.248431,-906963.2484,,
898000,-8456.572963,-906456.573,,
898000,-8456.572963,-906456.573,,
897500,-8326.844625,-905826.8446,,
897000,-8584.300032,-905584.3,,
895500,-8428.215516,-903928.2155,,
895000,-8147.72138,-903147.7214,,
895000,-8428.393484,-903428.3935,,
895000,-8462.442804,-903462.4428,,
895000,-8462.442804,-903462.4428,,
895000,-8738.07897,-903738.079,,
895000,-9247.701786,-904247.7018,,
895000,-8865.298297,-903865.2983,,
895000,-8703.183892,-903703.1839,,
895000,-8026.838225,-903026.8382,,
895000,-8324.140547,-903324.1405,,
895000,-8167.080099,-903167.0801,,
895000,-8337.695439,-903337.6954,,
895000,-8813.762581,-903813.7626,,
895000,-8813.762581,-903813.7626,,
895000,-8629.452177,-903629.4522,,
895000,-7243.093998,-902243.094,,
894000,-9369.963889,-903369.9639,,
892900,-8177.006105,-901077.0061,,
890000,-8809.980083,-898809.9801,,
890000,-8272.26243,-898272.2624,,
890000,-8574.463321,-898574.4633,,
890000,-8366.355399,-898366.3554,,
890000,-8366.355399,-898366.3554,,
889890,-8523.343938,-898413.3439,,
889890,-8523.343938,-898413.3439,,
889888,-8476.578926,-898364.5789,,
889000,-8478.712578,-897478.7126,,
889000,-8624.148481,-897624.1485,,
889000,-9476.595622,-898476.5956,,
889000,-8564.781822,-897564.7818,,
889000,-9313.17484,-898313.1748,,
889000,-8908.114733,-897908.1147,,
889000,-8007.227767,-897007.2278,,
889000,-8007.227767,-897007.2278,,
889000,-9034.769483,-898034.7695,,
889000,-8351.166242,-897351.1662,,
889000,-8989.91928,-897989.9193,,
889000,-8917.714968,-897917.715,,
889000,-8445.614433,-897445.6144,,
888888,-9368.520634,-898256.5206,,
888888,-9503.812307,-898391.8123,,
888000,-8296.339854,-896296.3399,,
888000,-8692.092192,-896692.0922,,
886900,-8461.738901,-895361.7389,,
886000,-8437.526267,-894437.5263,,
885000,-8826.19431,-893826.1943,,
885000,-8101.773469,-893101.7735,,
885000,-8632.576508,-893632.5765,,
885000,-8740.37826,-893740.3783,,
885000,-8340.727461,-893340.7275,,
885000,-8713.093103,-893713.0931,,
883500,-7720.443929,-891220.4439,,
882900,-7947.407941,-890847.4079,,
882000,-8821.309779,-890821.3098,,
882000,-8821.309779,-890821.3098,,
880000,-9251.467345,-889251.4673,,
880000,-8627.757522,-888627.7575,,
880000,-8991.522459,-888991.5225,,
880000,-9080.203833,-889080.2038,,
879900,-8200.094432,-888100.0944,,
879500,-8481.91207,-887981.9121,,
879500,-8790.575774,-888290.5758,,
879000,-8930.714887,-887930.7149,,
879000,-8671.759278,-887671.7593,,
879000,-9125.365361,-888125.3654,,
879000,-8776.859385,-887776.8594,,
879000,-8421.782289,-887421.7823,,
879000,-9059.469968,-888059.47,,
879000,-9066.393261,-888066.3933,,
879000,-8386.737898,-887386.7379,,
879000,-8503.723573,-887503.7236,,
879000,-8243.108746,-887243.1087,,
879000,-8753.268236,-887753.2682,,
878955,-8680.880713,-887635.8807,,
878955,-8680.880713,-887635.8807,,
878800,-8359.637902,-887159.6379,,
877000,-7691.485417,-884691.4854,,
876500,-8936.025415,-885436.0254,,
875990,-8723.286428,-884713.2864,,
875000,-8946.186322,-883946.1863,,
875000,-8581.078599,-883581.0786,,
875000,-8606.056971,-883606.057,,
875000,-8673.776508,-883673.7765,,
875000,-8204.039206,-883204.0392,,
875000,-9069.322489,-884069.3225,,
875000,-9069.322489,-884069.3225,,
875000,-8689.709539,-883689.7095,,
875000,-8617.161033,-883617.161,,
875000,-8945.894962,-883945.895,,
875000,-7914.105622,-882914.1056,,
875000,-9161.743074,-884161.7431,,
875000,-7893.221315,-882893.2213,,
875000,-8747.241141,-883747.2411,,
875000,-8010.622691,-883010.6227,,
875000,-8372.3535,-883372.3535,,
875000,-8394.231255,-883394.2313,,
875000,-8394.231255,-883394.2313,,
875000,-8757.791578,-883757.7916,,
875000,-8417.096307,-883417.0963,,
875000,-8345.928063,-883345.9281,,
875000,-7906.320169,-882906.3202,,
875000,-8540.309521,-883540.3095,,
874999,-8926.808231,-883925.8082,,
874995,-9133.97412,-884128.9741,,
874995,-6788.738261,-881783.7383,,
874950,-8623.684397,-883573.6844,,
874900,-8663.617854,-883563.6179,,
874500,-8659.398131,-883159.3981,,
872000,-8560.781914,-880560.7819,,
870000,-8473.115576,-878473.1156,,
869999,-8405.022055,-878404.0221,,
869995,-8294.595186,-878289.5952,,
869950,-8827.330941,-878777.3309,,
869900,-8976.121122,-878876.1211,,
869900,-8503.247744,-878403.2477,,
869900,-8799.699046,-878699.699,,
869900,-8114.646552,-878014.6466,,
869888,-8762.289012,-878650.289,,
869800,-7980.658119,-877780.6581,,
869500,-9028.795752,-878528.7958,,
869000,-9172.647152,-878172.6472,,
869000,-8470.073265,-877470.0733,,
869000,-8187.684667,-877187.6847,,
869000,-8356.591253,-877356.5913,,
869000,-8279.120087,-877279.1201,,
869000,-8662.291943,-877662.2919,,
869000,-8718.417098,-877718.4171,,
869000,-8680.106415,-877680.1064,,
869000,-8182.322659,-877182.3227,,
869000,-8542.726887,-877542.7269,,
869000,-8936.025415,-877936.0254,,
869000,-7631.765306,-876631.7653,,
868000,-7903.266071,-875903.2661,,
865000,-8305.657955,-873305.658,,
865000,-8942.549476,-873942.5495,,
865000,-8242.279427,-873242.2794,,
864900,-8877.247313,-873777.2473,,
860275,-8363.564093,-868638.5641,,
860000,-8298.503583,-868298.5036,,
860000,-8868.961279,-868868.9613,,
860000,-7859.557794,-867859.5578,,
860000,-9436.87575,-869436.8758,,
860000,-7796.357963,-867796.358,,
859900,-8200.661237,-868100.6612,,
859900,-8200.661237,-868100.6612,,
859900,-8316.752566,-868216.7526,,
859900,-8126.867654,-868026.8677,,
859900,-8019.70152,-867919.7015,,
859888,-8587.683872,-868475.6839,,
859800,-8645.180556,-868445.1806,,
859500,-8083.386996,-867583.387,,
859000,-8812.566606,-867812.5666,,
859000,-8770.65146,-867770.6515,,
859000,-8647.347693,-867647.3477,,
859000,-8578.09515,-867578.0951,,
859000,-8632.974551,-867632.9746,,
859000,-8763.997659,-867763.9977,,
859000,-8550.23565,-867550.2356,,
859000,-8331.547159,-867331.5472,,
859000,-8731.246551,-867731.2466,,
859000,-8345.458764,-867345.4588,,
859000,-8967.160347,-867967.1603,,
858985,-8525.833078,-867510.8331,,
858000,-8944.362051,-866944.3621,,
857000,-8683.795441,-865683.7954,,
856000,-8323.59412,-864323.5941,,
855000,-7809.501031,-862809.501,,
855000,-8679.994539,-863679.9945,,
850000,-8408.214034,-858408.214,,
850000,-8189.230625,-858189.2306,,
850000,-8500.473954,-858500.474,,
850000,-8650.144691,-858650.1447,,
850000,-9278.877993,-859278.878,,
850000,-8578.05153,-858578.0515,,
850000,-8366.278386,-858366.2784,,
850000,-9049.087354,-859049.0874,,
850000,-8788.239115,-858788.2391,,
850000,-8668.026222,-858668.0262,,
850000,-8544.26711,-858544.2671,,
850000,-8544.26711,-858544.2671,,
850000,-8290.910866,-858290.9109,,
850000,-8156.464591,-858156.4646,,
850000,-8930.873799,-858930.8738,,
850000,-8582.347127,-858582.3471,,
850000,-8683.44465,-858683.4447,,
850000,-8683.44465,-858683.4447,,
850000,-8976.89949,-858976.8995,,
850000,-9176.995205,-859176.9952,,
850000,-8503.600729,-858503.6007,,
850000,-7788.028602,-857788.0286,,
850000,-7443.378239,-857443.3782,,
850000,-8351.916399,-858351.9164,,
850000,-8551.946224,-858551.9462,,
850000,-8252.188392,-858252.1884,,
850000,-7884.89577,-857884.8958,,
850000,-8118.573315,-858118.5733,,
850000,-8039.248175,-858039.2482,,
850000,-8390.280382,-858390.2804,,
850000,-8186.462143,-858186.4621,,
850000,-8186.462143,-858186.4621,,
849999,-8572.677408,-858571.6774,,
849999,-7920.91866,-857919.9187,,
849999,-8740.709918,-858739.7099,,
849999,-9321.993236,-859320.9932,,
849995,-9574.750592,-859569.7506,,
849950,-9456.69975,-859406.6997,,
849950,-8667.29454,-858617.2945,,
849950,-9444.082973,-859394.083,,
849950,-9444.082973,-859394.083,,
849950,-9561.629606,-859511.6296,,
849900,-8470.882727,-858370.8827,,
849900,-9264.687042,-859164.687,,
849900,-8586.579229,-858486.5792,,
849900,-8584.219905,-858484.2199,,
849900,-8356.202971,-858256.203,,
849900,-8383.015733,-858283.0157,,
849900,-8160.958245,-858060.9582,,
849900,-8471.656629,-858371.6566,,
849900,-7951.257975,-857851.258,,
849900,-8160.958245,-858060.9582,,
849900,-7959.426922,-857859.4269,,
849900,-8429.493829,-858329.4938,,
849900,-9427.904828,-859327.9048,,
849900,-9486.689302,-859386.6893,,
849888,-8381.396848,-858269.3968,,
849888,-8183.358243,-858071.3582,,
849800,-7799.221961,-857599.222,,
849800,-8324.659674,-858124.6597,,
849800,-8602.142593,-858402.1426,,
849800,-8774.166334,-858574.1663,,
849800,-8371.652508,-858171.6525,,
849500,-8520.208828,-858020.2088,,
849000,-8880.956833,-857880.9568,,
849000,-9363.475175,-858363.4752,,
849000,-8259.290919,-857259.2909,,
849000,-8724.034922,-857724.0349,,
849000,-9047.490009,-858047.49,,
849000,-8338.821604,-857338.8216,,
849000,-9137.547583,-858137.5476,,
849000,-8585.112622,-857585.1126,,
849000,-8439.877701,-857439.8777,,
849000,-8093.776794,-857093.7768,,
849000,-8756.631618,-857756.6316,,
849000,-7755.979433,-856755.9794,,
849000,-8774.609327,-857774.6093,,
849000,-7926.489513,-856926.4895,,
849000,-8658.944464,-857658.9445,,
849000,-9211.814839,-858211.8148,,
849000,-9090.630835,-858090.6308,,
849000,-7685.603059,-856685.6031,,
849000,-8391.870103,-857391.8701,,
849000,-8907.175909,-857907.1759,,
849000,-8223.660105,-857223.6601,,
849000,-9115.046889,-858115.0469,,
849000,-8289.278083,-857289.2781,,
849000,-6025.761616,-855025.7616,,
849000,-8129.748176,-857129.7482,,
849000,-8291.283549,-857291.2835,,
849000,-8508.261343,-857508.2613,,
849000,-8912.530757,-857912.5308,,
849000,-8927.157128,-857927.1571,,
849000,-8891.712314,-857891.7123,,
849000,-9000.560248,-858000.5602,,
849000,-9076.324359,-858076.3244,,
849000,-9013.676126,-858013.6761,,
849000,-9245.539669,-858245.5397,,
849000,-8867.069243,-857867.0692,,
849000,-9337.769391,-858337.7694,,
848000,-9313.835204,-857313.8352,,
848000,-8448.464036,-856448.464,,
848000,-8583.568964,-856583.569,,
848000,-8196.332233,-856196.3322,,
848000,-8554.59173,-856554.5917,,
847000,-7598.122514,-854598.1225,,
846500,-9051.147215,-855551.1472,,
846500,-9023.191525,-855523.1915,,
845000,-8914.613091,-853914.6131,,
845000,-8960.489377,-853960.4894,,
845000,-7665.363575,-852665.3636,,
844900,-8935.163598,-853835.1636,,
844800,-8879.577047,-853679.577,,
844000,-9043.875931,-853043.8759,,
840000,-8427.594631,-848427.5946,,
840000,-8900.952168,-848900.9522,,
839999,-8248.406509,-848247.4065,,
839888,-8829.764452,-848717.7645,,
839000,-8635.700406,-847635.7004,,
839000,-8818.013303,-847818.0133,,
839000,-8918.475397,-847918.4754,,
839000,-9015.966197,-848015.9662,,
839000,-8957.713033,-847957.713,,
839000,-8804.858053,-847804.8581,,
839000,-8772.884884,-847772.8849,,
839000,-8923.915334,-847923.9153,,
839000,-8872.33728,-847872.3373,,
839000,-8118.90204,-847118.902,,
839000,-8546.70201,-847546.702,,
839000,-8546.70201,-847546.702,,
839000,-8711.141767,-847711.1418,,
839000,-9298.709581,-848298.7096,,
838000,-8581.259074,-846581.2591,,
838000,-8508.992901,-846508.9929,,
836000,-8189.637877,-844189.6379,,
